Base_Demand_Index,Product_Price_USD,Marketing_Spend_USD,Customer_Rating,Shipping_Distance_Miles,Seasonality_Multiplier,Macro_Economic_Index,Competitor_Price_USD,Ad_Impressions,Ad_Clicks,Search_Page_Rank,Total_Review_Count,Return_Rate_Pct,Est_Shipping_Days,Product_Weight_Lbs,Box_Volume_CuIn,Fulfillment_Cost_USD,Warehouse_Stock_Qty,Discount_Percentage,Lightning_Deal_Active,Quantity_Ordered
624.3561663863075,305.1762465886918,7434.983954404718,3.5525782734886957,754.2909825989971,2.1944731553928394,109.66220812470381,249.34865930539522,111361.46085122375,3331.3902892534593,0.40617874614432015,1098.7776693303924,4.94669502955716,1.1778197327726954,14.27918765476005,160.0061284000362,15.552985757612777,1993.397809682075,24.478271483586994,1.8102386381246371,1948
1431.0000289738825,273.0005560228086,2252.8639581877596,2.8371698141367725,246.0962601535245,1.4890340874387409,115.24407500385267,308.87333355391644,33939.42494340315,954.3967213702936,4.967699511518221,2025.658770704274,4.9020371428717295,1.4188457765002864,13.829492637490592,166.35379904878124,8.882533163240502,4403.855896416989,25.047035708949714,1.4464076642293646,2248
1124.791518535967,149.16159087725944,3793.0770965139186,4.857994099455763,324.63447018081774,0.8909312212643716,98.52719501516003,134.20411893683814,56783.84496703102,1680.6464401769592,3.1326247601904043,2732.1752787138544,0.8573377632396018,1.1389021179302192,7.781978282660318,85.42525358223075,7.69687087741853,3293.3467965929385,1.8846555695690126,1.0137524074465831,1775
938.1218778758513,489.74066938017546,6801.166050149273,1.8759138039369527,459.8711091704953,1.9732835732201852,91.5671492669363,447.41480545681475,102236.94867929199,3078.697154435706,1.0606610988004532,881.9801151325121,7.962445251770475,1.2462477167828998,22.429926080714978,270.7554546106366,16.816533076426207,2874.992333482222,13.906866126970685,1.5288861883816658,1969
318.4260966194111,386.5330868018168,5079.848772982559,3.3514256639957627,517.0968025687214,1.3373562713665914,92.75386297421846,344.2069837672628,76009.4045771315,2251.557162552142,2.5261418005797234,530.7144069377947,4.485146978278416,1.323723260156382,21.289993628824757,252.7777999570411,14.412813040240351,890.3761617749376,28.384345194803934,0.9572514146287415,796
318.3923284706837,693.9037839359629,7516.424867031491,3.8008400599608905,613.2319049342548,1.6892549669049943,107.87793033457575,788.2980012897341,111716.71147932367,3328.755048682986,1.368537772445108,615.0351620413791,5.1726610788764225,1.174753062478417,35.91547027042278,436.93147302309785,24.530976654101735,951.1499951506324,0.4287035074185297,1.2413591937974133,728
181.31705703547925,35.36656858082602,9631.475061617168,4.302257957381526,646.095472119101,0.7145305803478776,102.70232135965985,42.14141668643859,144376.80631095284,4275.195688897545,-1.707288645209143,389.26684486345914,2.288161478594584,0.13913444824003185,1.493323074697212,3.137456261428003,7.482738959584084,665.7655187567455,26.38362574060298,0.9427992901540461,1547
1312.6466040849093,518.6556627685497,1607.1935332943763,2.6278841217120283,1144.7337002639645,1.7631679790319845,99.45976523909029,571.5972633956713,23347.606462870976,663.2613958391227,8.631280908314586,1708.4049743031892,6.236507005062851,3.3675912760383984,25.007270412895103,306.6843407079618,25.048434992239663,4100.2540438574515,0.06886923274215029,1.2825608935755821,2106
941.5610164404924,612.7296140241333,7240.893305781578,3.747687630629926,1278.8372451568428,1.2471009778902487,88.11096315104696,692.03590904495,108614.97229756009,3185.1215419687646,4.420010962335624,1766.6297998692598,4.683133157253511,2.409628182260618,31.307008972594762,367.40368848882315,28.12162796616905,2817.524006225501,28.258031853681498,0.8887382338252604,1458
1091.3016089144637,609.9943896587625,2688.269478505088,2.212805885537131,779.1092282346262,1.168379499436989,115.01822749995614,639.3962316059998,39697.60231774399,1204.7581455255745,1.9585313284895163,1208.924844329508,5.959604175829156,1.9914468872740663,30.011199098941727,350.04587999676266,23.185559344306245,3018.742551733181,1.2721556560208458,0.9838319323747072,883
